area,status,roomType,utilities,price
34,0,tro,"['tủ lạnh', 'wifi', 'điều hoà']",2400
16,0,tro,"['máy giặt', 'wifi', 'bếp', 'điều hoà']",2300
19,1,tro,"['điều hoà', 'tủ lạnh', 'wifi', 'bếp', 'máy giặt', 'tủ quần áo', 'nóng lạnh']",1300
10,0,tro,"['tủ lạnh', 'nóng lạnh', 'tủ quần áo']",1400
36,1,tro,"['tủ quần áo', 'máy giặt', 'tủ lạnh']",2200
32,1,tro,['wifi'],2600
24,0,tro,"['bếp', 'nóng lạnh', 'máy giặt', 'wifi', 'tủ quần áo', 'tủ lạnh', 'điều hoà']",2200
29,0,tro,"['tủ quần áo', 'điều hoà']",1700
24,0,tro,"['điều hoà', 'nóng lạnh', 'bếp']",2200
10,1,tro,"['tủ quần áo', 'nóng lạnh', 'điều hoà']",1800
16,1,tro,"['wifi', 'bếp', 'tủ quần áo', 'điều hoà']",2400
19,0,tro,['nóng lạnh'],1100
13,1,tro,"['wifi', 'nóng lạnh']",1700
34,0,tro,"['tủ quần áo', 'bếp', 'wifi', 'máy giặt']",1500
30,1,tro,"['nóng lạnh', 'bếp']",2800
19,0,tro,"['wifi', 'bếp', 'tủ quần áo', 'máy giặt']",1800
27,0,tro,"['tủ quần áo', 'nóng lạnh', 'wifi', 'bếp', 'điều hoà', 'tủ lạnh', 'máy giặt']",2100
29,0,tro,"['tủ lạnh', 'nóng lạnh', 'điều hoà', 'bếp']",2500
14,0,tro,"['máy giặt', 'điều hoà', 'bếp', 'wifi']",1200
23,1,tro,"['bếp', 'wifi', 'nóng lạnh']",2400
32,1,tro,"['điều hoà', 'tủ quần áo', 'nóng lạnh']",1900
34,1,tro,"['wifi', 'máy giặt']",2000
25,0,tro,"['nóng lạnh', 'tủ lạnh', 'tủ quần áo', 'máy giặt']",2800
12,0,tro,"['bếp', 'tủ lạnh', 'nóng lạnh']",2100
31,0,tro,['nóng lạnh'],2000
25,1,tro,"['tủ lạnh', 'bếp', 'máy giặt', 'tủ quần áo']",1200
34,0,tro,"['bếp', 'tủ lạnh', 'nóng lạnh', 'máy giặt', 'điều hoà', 'tủ quần áo', 'wifi']",2800
40,0,tro,"['tủ lạnh', 'tủ quần áo', 'máy giặt']",2500
17,0,tro,"['tủ lạnh', 'wifi']",2600
27,1,tro,"['wifi', 'bếp', 'điều hoà', 'tủ lạnh', 'tủ quần áo', 'máy giặt']",2600
34,0,tro,"['tủ quần áo', 'nóng lạnh', 'wifi']",1600
22,0,tro,"['wifi', 'tủ quần áo', 'điều hoà', 'máy giặt', 'tủ lạnh', 'nóng lạnh', 'bếp']",1300
18,0,tro,['nóng lạnh'],1600
30,1,tro,"['bếp', 'tủ lạnh', 'máy giặt', 'tủ quần áo', 'điều hoà']",2800
10,0,tro,"['bếp', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh', 'điều hoà', 'wifi', 'máy giặt']",1700
13,1,tro,"['bếp', 'điều hoà', 'wifi', 'tủ lạnh']",2600
18,0,tro,"['bếp', 'tủ quần áo', 'máy giặt', 'điều hoà', 'nóng lạnh']",2300
38,1,tro,"['nóng lạnh', 'wifi', 'máy giặt', 'tủ lạnh', 'bếp']",2500
31,0,tro,"['nóng lạnh', 'máy giặt', 'wifi', 'điều hoà', 'tủ quần áo', 'bếp', 'tủ lạnh']",1500
11,1,tro,"['tủ quần áo', 'wifi', 'nóng lạnh', 'máy giặt', 'tủ lạnh', 'bếp', 'điều hoà']",2900
10,1,tro,"['điều hoà', 'wifi']",1000
18,0,tro,['máy giặt'],2000
22,1,tro,"['nóng lạnh', 'điều hoà']",1400
26,1,tro,"['tủ lạnh', 'tủ quần áo', 'bếp']",1700
38,0,tro,['nóng lạnh'],1700
28,1,tro,"['máy giặt', 'tủ lạnh', 'wifi', 'bếp', 'nóng lạnh', 'điều hoà']",2900
32,0,tro,['tủ quần áo'],1800
22,0,tro,"['nóng lạnh', 'máy giặt', 'bếp', 'điều hoà', 'tủ lạnh']",1400
24,1,tro,['điều hoà'],2500
13,1,tro,"['máy giặt', 'wifi', 'tủ quần áo', 'tủ lạnh', 'bếp']",1200
33,1,tro,"['nóng lạnh', 'bếp', 'tủ lạnh', 'wifi', 'điều hoà']",2100
18,0,tro,"['wifi', 'máy giặt']",1800
21,0,tro,"['máy giặt', 'tủ lạnh', 'wifi', 'tủ quần áo', 'điều hoà', 'bếp']",2400
19,0,tro,"['điều hoà', 'bếp', 'tủ quần áo', 'nóng lạnh', 'wifi']",1000
37,0,tro,"['tủ quần áo', 'nóng lạnh', 'máy giặt', 'tủ lạnh']",1700
34,0,tro,"['điều hoà', 'tủ quần áo', 'bếp', 'wifi']",2100
31,1,tro,"['wifi', 'tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'bếp']",2100
39,1,tro,['tủ lạnh'],1700
16,0,tro,['nóng lạnh'],1600
29,0,tro,"['nóng lạnh', 'tủ quần áo', 'máy giặt', 'điều hoà', 'bếp', 'tủ lạnh']",2000
12,1,tro,['tủ quần áo'],1100
11,0,tro,"['điều hoà', 'máy giặt', 'tủ lạnh', 'tủ quần áo']",2200
12,1,tro,"['máy giặt', 'tủ lạnh']",1600
35,1,tro,"['tủ quần áo', 'bếp', 'wifi']",2900
18,1,tro,"['tủ lạnh', 'tủ quần áo', 'wifi', 'nóng lạnh']",2800
19,0,tro,"['nóng lạnh', 'tủ quần áo', 'điều hoà', 'máy giặt', 'tủ lạnh', 'bếp']",1700
27,0,tro,"['điều hoà', 'máy giặt', 'bếp', 'tủ quần áo', 'nóng lạnh']",2400
20,1,tro,"['tủ lạnh', 'nóng lạnh']",2400
13,0,tro,"['bếp', 'máy giặt', 'tủ lạnh']",2300
26,1,tro,"['điều hoà', 'wifi', 'tủ lạnh', 'bếp', 'máy giặt', 'tủ quần áo']",2700
37,1,tro,"['tủ lạnh', 'wifi', 'nóng lạnh', 'điều hoà', 'bếp']",1100
17,0,tro,"['máy giặt', 'wifi', 'điều hoà', 'nóng lạnh', 'tủ quần áo', 'bếp']",2500
38,1,tro,"['điều hoà', 'bếp']",2900
39,0,tro,"['tủ lạnh', 'tủ quần áo', 'nóng lạnh', 'wifi', 'bếp']",2900
34,0,tro,"['điều hoà', 'tủ quần áo', 'máy giặt', 'nóng lạnh', 'bếp', 'wifi']",1700
15,0,tro,"['điều hoà', 'tủ quần áo', 'wifi', 'máy giặt', 'bếp', 'nóng lạnh', 'tủ lạnh']",1900
12,0,tro,"['tủ quần áo', 'wifi', 'điều hoà']",2700
23,1,tro,"['bếp', 'tủ quần áo', 'tủ lạnh']",2700
37,0,tro,['tủ lạnh'],2400
19,0,tro,"['bếp', 'tủ quần áo', 'nóng lạnh']",2600
19,1,tro,"['tủ quần áo', 'wifi', 'tủ lạnh', 'bếp']",1000
26,1,tro,"['nóng lạnh', 'bếp', 'wifi', 'máy giặt', 'tủ lạnh', 'điều hoà']",1200
14,1,tro,"['tủ lạnh', 'nóng lạnh', 'bếp']",2900
28,0,tro,"['máy giặt', 'bếp', 'tủ lạnh']",2600
26,0,tro,"['wifi', 'máy giặt', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'điều hoà', 'bếp']",1500
30,0,tro,"['máy giặt', 'tủ quần áo', 'nóng lạnh', 'điều hoà', 'wifi', 'bếp', 'tủ lạnh']",1300
16,0,tro,"['điều hoà', 'tủ lạnh']",2400
27,0,tro,"['tủ lạnh', 'điều hoà', 'nóng lạnh', 'máy giặt', 'wifi', 'bếp']",1100
13,1,tro,"['điều hoà', 'bếp']",2600
23,0,tro,['máy giặt'],1100
40,0,tro,['máy giặt'],1700
30,0,tro,"['wifi', 'nóng lạnh', 'điều hoà', 'tủ lạnh', 'bếp', 'máy giặt', 'tủ quần áo']",1000
27,1,tro,"['bếp', 'tủ quần áo', 'nóng lạnh']",1400
22,1,tro,"['điều hoà', 'nóng lạnh', 'máy giặt', 'wifi', 'tủ quần áo', 'bếp']",1500
33,1,tro,"['wifi', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'tủ quần áo']",2500
34,0,tro,"['bếp', 'điều hoà', 'máy giặt', 'nóng lạnh', 'wifi', 'tủ lạnh', 'tủ quần áo']",1700
38,1,tro,"['wifi', 'bếp', 'máy giặt', 'tủ lạnh']",1200
35,1,tro,"['điều hoà', 'bếp', 'wifi', 'tủ quần áo']",1000
18,0,tro,"['tủ lạnh', 'điều hoà', 'wifi', 'bếp', 'tủ quần áo', 'nóng lạnh', 'máy giặt']",1600
19,1,tro,"['bếp', 'điều hoà', 'wifi', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh']",2500
24,1,tro,"['wifi', 'tủ quần áo']",1300
21,0,tro,"['máy giặt', 'bếp', 'tủ quần áo', 'điều hoà']",2300
28,1,tro,"['tủ lạnh', 'bếp']",2900
30,0,tro,"['máy giặt', 'tủ quần áo', 'điều hoà', 'tủ lạnh', 'wifi']",1600
14,0,tro,"['tủ quần áo', 'wifi', 'điều hoà', 'tủ lạnh', 'nóng lạnh', 'máy giặt']",1100
15,1,tro,"['tủ lạnh', 'máy giặt']",2300
13,1,tro,['tủ quần áo'],1600
32,0,tro,"['điều hoà', 'tủ lạnh']",1400
13,1,tro,"['bếp', 'máy giặt', 'nóng lạnh', 'điều hoà', 'wifi', 'tủ quần áo', 'tủ lạnh']",2000
22,1,tro,"['tủ lạnh', 'bếp']",2400
22,0,tro,"['điều hoà', 'tủ quần áo', 'wifi', 'nóng lạnh', 'bếp', 'máy giặt']",2400
28,0,tro,"['tủ quần áo', 'điều hoà', 'nóng lạnh', 'tủ lạnh', 'wifi']",2500
24,0,tro,"['máy giặt', 'tủ quần áo', 'nóng lạnh', 'wifi', 'tủ lạnh', 'điều hoà', 'bếp']",1900
14,0,tro,"['máy giặt', 'tủ quần áo', 'tủ lạnh']",2500
27,1,tro,"['wifi', 'tủ quần áo']",1200
31,1,tro,"['điều hoà', 'bếp', 'máy giặt', 'tủ lạnh', 'nóng lạnh', 'wifi', 'tủ quần áo']",1200
19,1,tro,"['wifi', 'điều hoà']",1400
21,0,tro,"['wifi', 'điều hoà', 'máy giặt', 'bếp', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh']",2700
30,0,tro,"['bếp', 'máy giặt', 'nóng lạnh', 'tủ quần áo', 'điều hoà']",2200
25,1,tro,"['bếp', 'điều hoà', 'wifi']",1600
33,0,tro,"['bếp', 'wifi', 'nóng lạnh', 'máy giặt']",2900
23,0,tro,"['bếp', 'điều hoà', 'wifi', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo', 'máy giặt']",1800
16,0,tro,"['điều hoà', 'bếp', 'tủ lạnh', 'wifi', 'máy giặt']",2400
25,0,tro,"['điều hoà', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'bếp', 'máy giặt', 'wifi']",2600
25,0,tro,"['điều hoà', 'bếp', 'tủ quần áo', 'nóng lạnh', 'máy giặt']",2800
32,1,tro,"['wifi', 'nóng lạnh', 'tủ quần áo', 'máy giặt', 'điều hoà']",2600
26,1,tro,"['tủ quần áo', 'tủ lạnh', 'nóng lạnh', 'máy giặt', 'điều hoà', 'wifi']",1800
20,1,tro,"['tủ lạnh', 'bếp', 'điều hoà']",2500
25,1,tro,['bếp'],1100
30,0,tro,['tủ quần áo'],1100
40,0,tro,"['điều hoà', 'wifi', 'nóng lạnh']",1800
11,0,tro,"['bếp', 'wifi', 'tủ lạnh', 'tủ quần áo', 'nóng lạnh', 'máy giặt']",1600
24,1,tro,"['wifi', 'máy giặt']",1300
19,0,tro,"['tủ quần áo', 'máy giặt', 'nóng lạnh']",2000
14,0,tro,"['nóng lạnh', 'wifi', 'điều hoà']",2400
33,0,tro,['nóng lạnh'],2700
25,1,tro,"['bếp', 'wifi', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh']",1500
11,0,tro,"['wifi', 'nóng lạnh', 'máy giặt', 'bếp', 'tủ lạnh']",1000
38,0,tro,"['nóng lạnh', 'tủ lạnh', 'wifi', 'máy giặt', 'điều hoà', 'tủ quần áo', 'bếp']",2400
29,1,tro,['tủ lạnh'],1600
16,1,tro,"['tủ lạnh', 'điều hoà', 'bếp', 'nóng lạnh', 'máy giặt']",1800
10,1,tro,"['nóng lạnh', 'bếp', 'điều hoà', 'tủ lạnh', 'tủ quần áo', 'máy giặt', 'wifi']",2800
21,0,tro,['tủ lạnh'],1400
25,1,tro,"['điều hoà', 'bếp', 'tủ lạnh']",2000
22,1,tro,"['máy giặt', 'nóng lạnh', 'wifi', 'tủ lạnh', 'bếp', 'điều hoà', 'tủ quần áo']",1400
38,1,tro,"['bếp', 'nóng lạnh', 'máy giặt', 'tủ lạnh', 'tủ quần áo', 'wifi', 'điều hoà']",2400
10,1,tro,"['wifi', 'tủ quần áo', 'máy giặt', 'tủ lạnh']",2000
37,1,tro,"['điều hoà', 'wifi', 'nóng lạnh']",1000
26,1,tro,"['tủ lạnh', 'tủ quần áo', 'bếp', 'wifi', 'máy giặt', 'điều hoà']",2200
12,1,tro,"['bếp', 'tủ quần áo', 'máy giặt', 'nóng lạnh', 'tủ lạnh']",2800
31,1,tro,"['bếp', 'nóng lạnh', 'điều hoà', 'máy giặt', 'tủ quần áo', 'wifi', 'tủ lạnh']",1900
37,0,tro,['wifi'],1900
12,1,tro,"['wifi', 'nóng lạnh', 'tủ quần áo', 'điều hoà', 'tủ lạnh']",1700
31,1,tro,['tủ quần áo'],1900
40,0,tro,['tủ quần áo'],2400
33,0,tro,"['nóng lạnh', 'tủ lạnh']",2700
39,0,tro,"['nóng lạnh', 'bếp', 'tủ quần áo', 'máy giặt', 'wifi', 'điều hoà']",2000
31,1,tro,"['nóng lạnh', 'bếp', 'tủ lạnh', 'điều hoà', 'máy giặt', 'wifi']",1900
22,1,tro,['tủ quần áo'],1200
10,0,tro,"['tủ quần áo', 'điều hoà', 'wifi', 'máy giặt']",2500
21,1,tro,"['điều hoà', 'nóng lạnh', 'bếp', 'tủ lạnh']",1500
11,1,tro,"['wifi', 'điều hoà', 'tủ lạnh']",1300
13,1,tro,"['điều hoà', 'tủ lạnh', 'wifi']",1000
29,0,tro,"['bếp', 'máy giặt', 'wifi', 'điều hoà', 'tủ quần áo', 'tủ lạnh']",1000
10,0,tro,"['wifi', 'điều hoà', 'tủ quần áo', 'nóng lạnh']",1300
18,0,tro,"['tủ quần áo', 'máy giặt', 'wifi', 'điều hoà', 'nóng lạnh']",1700
37,1,tro,"['wifi', 'máy giặt']",2300
30,0,tro,"['nóng lạnh', 'tủ quần áo']",1500
32,1,tro,"['bếp', 'nóng lạnh', 'máy giặt']",2700
19,1,tro,"['điều hoà', 'wifi', 'bếp', 'tủ quần áo', 'máy giặt', 'nóng lạnh']",2800
33,1,tro,"['tủ quần áo', 'máy giặt', 'nóng lạnh']",1800
38,0,tro,"['máy giặt', 'nóng lạnh', 'tủ lạnh', 'tủ quần áo']",1500
17,1,tro,"['tủ lạnh', 'nóng lạnh']",1800
14,0,tro,"['điều hoà', 'bếp', 'nóng lạnh']",2800
34,1,tro,"['máy giặt', 'điều hoà', 'bếp', 'tủ quần áo']",1100
28,1,tro,"['máy giặt', 'tủ lạnh', 'bếp', 'điều hoà', 'tủ quần áo', 'nóng lạnh', 'wifi']",1200
19,1,tro,"['tủ quần áo', 'bếp', 'wifi', 'máy giặt', 'nóng lạnh', 'điều hoà']",2900
16,0,tro,"['điều hoà', 'bếp', 'nóng lạnh', 'tủ quần áo']",1700
13,0,tro,"['tủ quần áo', 'máy giặt', 'điều hoà', 'bếp', 'tủ lạnh']",1500
23,1,tro,"['bếp', 'nóng lạnh', 'wifi']",2700
24,0,tro,"['điều hoà', 'nóng lạnh', 'máy giặt', 'wifi', 'tủ lạnh', 'tủ quần áo']",1500
32,0,tro,"['bếp', 'wifi', 'tủ quần áo', 'máy giặt', 'tủ lạnh']",2400
20,1,tro,"['điều hoà', 'tủ lạnh', 'nóng lạnh', 'tủ quần áo', 'máy giặt', 'bếp']",1600
22,0,tro,"['tủ lạnh', 'điều hoà', 'nóng lạnh', 'tủ quần áo', 'wifi', 'bếp']",2200
15,1,tro,['tủ lạnh'],2900
20,1,tro,"['tủ quần áo', 'nóng lạnh', 'điều hoà', 'tủ lạnh', 'wifi', 'bếp', 'máy giặt']",1600
23,0,tro,['bếp'],2600
30,1,tro,"['điều hoà', 'nóng lạnh', 'máy giặt', 'tủ lạnh', 'wifi', 'bếp', 'tủ quần áo']",1500
38,1,tro,"['tủ lạnh', 'wifi']",1100
31,1,tro,"['bếp', 'wifi', 'máy giặt', 'nóng lạnh', 'điều hoà', 'tủ lạnh', 'tủ quần áo']",1900
23,1,tro,"['tủ lạnh', 'nóng lạnh']",2900
14,1,tro,"['bếp', 'nóng lạnh', 'tủ quần áo', 'máy giặt', 'wifi']",2000
24,1,tro,"['wifi', 'bếp', 'nóng lạnh', 'tủ lạnh', 'máy giặt']",2800
39,1,tro,"['tủ quần áo', 'wifi', 'nóng lạnh', 'điều hoà', 'bếp']",2500
32,1,tro,['tủ quần áo'],1000
14,0,tro,"['wifi', 'bếp']",1600
26,0,tro,"['tủ lạnh', 'điều hoà', 'wifi', 'tủ quần áo']",1500
20,1,tro,"['tủ quần áo', 'điều hoà', 'máy giặt']",2200
14,0,tro,"['máy giặt', 'tủ lạnh', 'nóng lạnh', 'bếp', 'điều hoà']",1600
16,1,tro,"['tủ lạnh', 'wifi', 'nóng lạnh', 'bếp', 'tủ quần áo']",2600
39,1,tro,"['máy giặt', 'tủ lạnh']",1700
15,0,tro,"['điều hoà', 'tủ quần áo', 'wifi', 'bếp']",1300
24,1,tro,"['tủ quần áo', 'điều hoà', 'máy giặt', 'bếp', 'wifi', 'tủ lạnh', 'nóng lạnh']",1300
21,0,tro,['điều hoà'],2800
35,1,tro,"['wifi', 'nóng lạnh', 'điều hoà', 'bếp', 'máy giặt', 'tủ quần áo', 'tủ lạnh']",2600
22,0,tro,"['máy giặt', 'nóng lạnh', 'điều hoà', 'wifi', 'tủ lạnh', 'bếp']",1700
23,0,tro,"['tủ quần áo', 'máy giặt', 'tủ lạnh', 'nóng lạnh', 'bếp', 'điều hoà', 'wifi']",2900
35,0,tro,"['tủ lạnh', 'wifi']",2500
25,1,tro,"['wifi', 'điều hoà', 'nóng lạnh']",2300
22,1,tro,['tủ lạnh'],1400
33,0,tro,"['bếp', 'tủ lạnh', 'tủ quần áo', 'điều hoà', 'nóng lạnh', 'máy giặt']",1700
17,1,tro,"['máy giặt', 'điều hoà', 'bếp']",2600
35,0,tro,"['tủ lạnh', 'nóng lạnh', 'điều hoà', 'tủ quần áo', 'máy giặt', 'wifi', 'bếp']",1400
16,0,tro,"['tủ quần áo', 'máy giặt', 'tủ lạnh']",2700
24,1,tro,"['wifi', 'nóng lạnh', 'điều hoà', 'tủ quần áo', 'bếp']",1000
40,1,tro,"['bếp', 'điều hoà', 'nóng lạnh', 'wifi']",2400
16,0,tro,"['máy giặt', 'điều hoà', 'nóng lạnh', 'tủ quần áo', 'tủ lạnh', 'bếp']",2100
28,0,tro,"['tủ quần áo', 'máy giặt', 'điều hoà', 'tủ lạnh', 'wifi', 'bếp', 'nóng lạnh']",2000
32,1,tro,"['bếp', 'máy giặt', 'nóng lạnh']",1800
11,0,tro,"['wifi', 'máy giặt', 'điều hoà', 'tủ quần áo', 'nóng lạnh', 'bếp', 'tủ lạnh']",2100
38,1,tro,"['tủ quần áo', 'tủ lạnh']",2800
22,0,tro,"['tủ quần áo', 'điều hoà', 'nóng lạnh']",2800
11,0,tro,"['điều hoà', 'tủ lạnh', 'nóng lạnh', 'wifi', 'máy giặt']",1800
17,1,tro,"['wifi', 'tủ lạnh', 'nóng lạnh']",1600
30,1,tro,"['nóng lạnh', 'tủ quần áo', 'tủ lạnh', 'điều hoà', 'máy giặt']",2700
12,1,tro,"['máy giặt', 'điều hoà']",1100
37,0,tro,"['wifi', 'nóng lạnh', 'máy giặt', 'điều hoà']",1500
15,0,tro,"['nóng lạnh', 'điều hoà', 'wifi', 'tủ quần áo', 'tủ lạnh', 'máy giặt', 'bếp']",1200
21,1,tro,"['máy giặt', 'tủ lạnh', 'bếp', 'nóng lạnh', 'điều hoà']",1800
11,0,tro,"['tủ quần áo', 'máy giặt', 'bếp', 'tủ lạnh']",1700
33,1,tro,"['máy giặt', 'tủ lạnh', 'wifi']",2800
30,1,tro,"['nóng lạnh', 'wifi', 'điều hoà', 'tủ lạnh', 'máy giặt', 'bếp', 'tủ quần áo']",2400
31,1,tro,"['nóng lạnh', 'wifi', 'tủ lạnh', 'điều hoà', 'máy giặt', 'bếp', 'tủ quần áo']",1200
15,0,tro,"['tủ quần áo', 'máy giặt', 'nóng lạnh', 'tủ lạnh']",2400
17,1,tro,"['wifi', 'điều hoà', 'máy giặt', 'bếp']",1400
29,0,tro,"['điều hoà', 'nóng lạnh', 'bếp', 'tủ quần áo']",1800
19,0,tro,"['tủ lạnh', 'nóng lạnh', 'bếp', 'wifi']",1700
29,0,tro,"['nóng lạnh', 'máy giặt', 'wifi', 'tủ lạnh', 'tủ quần áo']",2600
12,1,tro,"['tủ lạnh', 'điều hoà', 'tủ quần áo']",1300
32,0,tro,"['máy giặt', 'bếp', 'wifi', 'tủ lạnh', 'điều hoà', 'nóng lạnh', 'tủ quần áo']",2200
37,0,tro,['bếp'],2800
26,1,tro,"['máy giặt', 'nóng lạnh']",2300
34,0,tro,"['nóng lạnh', 'máy giặt', 'bếp']",1100
19,1,tro,"['tủ quần áo', 'nóng lạnh', 'bếp', 'máy giặt', 'wifi', 'điều hoà']",1100
34,0,tro,"['tủ lạnh', 'điều hoà', 'wifi', 'tủ quần áo', 'bếp', 'máy giặt', 'nóng lạnh']",2400
38,1,tro,"['bếp', 'điều hoà', 'tủ lạnh']",1100
38,0,tro,['tủ lạnh'],1900
21,0,tro,"['tủ lạnh', 'nóng lạnh', 'bếp', 'tủ quần áo']",2500
23,0,tro,"['bếp', 'tủ lạnh', 'điều hoà', 'nóng lạnh', 'máy giặt', 'tủ quần áo', 'wifi']",1200
24,0,tro,"['bếp', 'tủ lạnh', 'wifi', 'nóng lạnh', 'tủ quần áo', 'máy giặt']",2000
11,0,tro,"['tủ lạnh', 'nóng lạnh', 'điều hoà', 'tủ quần áo', 'bếp', 'wifi']",1800
30,0,tro,['tủ lạnh'],1500
32,0,tro,"['wifi', 'điều hoà', 'tủ lạnh', 'tủ quần áo']",2400
26,1,tro,['tủ quần áo'],1700
31,0,tro,"['tủ quần áo', 'tủ lạnh', 'máy giặt', 'bếp', 'điều hoà']",2500
40,0,tro,"['bếp', 'tủ quần áo', 'nóng lạnh', 'điều hoà', 'wifi', 'tủ lạnh']",2700
30,1,tro,"['tủ quần áo', 'bếp', 'máy giặt']",2600
40,0,tro,"['tủ quần áo', 'điều hoà']",1900
27,0,tro,"['wifi', 'bếp', 'nóng lạnh', 'tủ quần áo', 'điều hoà']",2300
39,1,tro,['nóng lạnh'],1600
33,0,tro,"['wifi', 'bếp', 'máy giặt']",1100
39,0,tro,['máy giặt'],2000
23,1,tro,"['wifi', 'bếp', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'tủ quần áo', 'điều hoà']",2900
28,0,tro,"['điều hoà', 'nóng lạnh', 'máy giặt', 'wifi']",2400
24,0,tro,"['tủ lạnh', 'wifi', 'máy giặt', 'điều hoà', 'tủ quần áo', 'bếp', 'nóng lạnh']",2400
25,1,tro,"['máy giặt', 'wifi', 'tủ quần áo', 'tủ lạnh']",2000
18,0,tro,['điều hoà'],1400
32,1,tro,"['bếp', 'nóng lạnh', 'điều hoà']",1600
25,0,tro,"['điều hoà', 'tủ quần áo', 'wifi', 'nóng lạnh', 'máy giặt', 'bếp']",2000
16,0,tro,"['tủ lạnh', 'máy giặt', 'wifi', 'bếp', 'nóng lạnh']",2900
20,0,tro,"['tủ lạnh', 'tủ quần áo']",2700
18,1,tro,"['tủ quần áo', 'điều hoà']",2600
11,1,tro,"['điều hoà', 'nóng lạnh', 'tủ lạnh', 'máy giặt', 'wifi', 'tủ quần áo']",1200
11,0,tro,"['nóng lạnh', 'tủ quần áo']",1500
11,1,tro,"['wifi', 'tủ lạnh', 'bếp', 'nóng lạnh', 'tủ quần áo']",2100
15,0,tro,"['điều hoà', 'wifi', 'bếp', 'tủ lạnh', 'máy giặt', 'nóng lạnh', 'tủ quần áo']",2100
21,1,tro,"['tủ lạnh', 'wifi', 'điều hoà', 'máy giặt', 'bếp']",1900
10,0,tro,"['tủ quần áo', 'bếp', 'tủ lạnh', 'nóng lạnh']",2400
19,1,tro,"['wifi', 'điều hoà', 'nóng lạnh', 'bếp', 'máy giặt', 'tủ lạnh']",2700
30,0,tro,"['bếp', 'điều hoà', 'tủ quần áo', 'wifi', 'nóng lạnh', 'tủ lạnh']",2900
10,0,tro,"['bếp', 'tủ quần áo', 'điều hoà', 'nóng lạnh', 'wifi']",1800
14,1,tro,"['bếp', 'tủ lạnh', 'điều hoà']",1300
12,1,tro,"['máy giặt', 'tủ lạnh', 'điều hoà', 'wifi', 'tủ quần áo', 'nóng lạnh']",1000
35,1,tro,"['bếp', 'điều hoà']",2600
23,1,tro,"['tủ lạnh', 'máy giặt', 'nóng lạnh']",1700
31,1,tro,"['điều hoà', 'wifi', 'máy giặt', 'tủ quần áo', 'bếp', 'tủ lạnh']",1400
17,0,tro,"['điều hoà', 'wifi', 'tủ quần áo', 'máy giặt']",2000
29,0,tro,"['tủ quần áo', 'tủ lạnh', 'điều hoà', 'wifi', 'nóng lạnh', 'máy giặt']",2800
22,1,tro,"['bếp', 'máy giặt', 'nóng lạnh', 'tủ quần áo']",2900
27,1,tro,"['máy giặt', 'tủ quần áo', 'bếp', 'wifi', 'điều hoà', 'nóng lạnh']",1800
39,0,tro,"['bếp', 'điều hoà']",1000
17,0,tro,"['wifi', 'điều hoà']",1100
24,0,tro,"['tủ quần áo', 'nóng lạnh', 'wifi', 'máy giặt', 'bếp', 'tủ lạnh']",1000
16,1,tro,"['tủ quần áo', 'tủ lạnh', 'wifi', 'điều hoà', 'nóng lạnh', 'bếp']",2400
20,1,tro,['nóng lạnh'],2000
29,1,tro,"['điều hoà', 'tủ quần áo', 'bếp', 'nóng lạnh', 'máy giặt']",2700
13,1,tro,"['tủ lạnh', 'wifi', 'máy giặt', 'nóng lạnh', 'bếp', 'điều hoà', 'tủ quần áo']",1300
29,0,tro,['máy giặt'],1900
38,0,tro,"['tủ lạnh', 'nóng lạnh', 'bếp', 'điều hoà']",1500
12,0,tro,"['tủ quần áo', 'wifi', 'máy giặt', 'điều hoà', 'tủ lạnh', 'nóng lạnh', 'bếp']",1900
35,1,tro,"['tủ quần áo', 'điều hoà', 'nóng lạnh', 'tủ lạnh', 'bếp', 'máy giặt', 'wifi']",2000
20,1,tro,"['wifi', 'tủ lạnh', 'điều hoà', 'nóng lạnh', 'máy giặt']",1300
20,1,tro,['tủ lạnh'],2800
27,1,tro,"['máy giặt', 'điều hoà', 'wifi', 'nóng lạnh']",1900
24,1,tro,"['máy giặt', 'bếp', 'tủ quần áo', 'điều hoà', 'tủ lạnh']",1300
38,0,tro,"['máy giặt', 'tủ quần áo', 'nóng lạnh', 'tủ lạnh', 'bếp', 'wifi', 'điều hoà']",1100
20,1,tro,"['wifi', 'điều hoà', 'nóng lạnh', 'máy giặt', 'tủ quần áo']",1600
18,0,tro,"['tủ quần áo', 'máy giặt', 'wifi']",1800
10,0,tro,"['bếp', 'wifi', 'tủ lạnh', 'điều hoà', 'tủ quần áo', 'nóng lạnh']",2800
26,1,tro,"['điều hoà', 'wifi', 'máy giặt', 'bếp', 'tủ quần áo', 'tủ lạnh', 'nóng lạnh']",1400
11,0,tro,"['tủ quần áo', 'wifi', 'tủ lạnh', 'bếp']",2300
